fiscal_year,state_name,program_area,total_investment_dollars,number_investments,svi_investments
2019,Washington,Single Family Housing,257064365,1104,51158067
2019,Washington,Water and Environmental,16014207,22,1917000
2019,West Virginia,Business Programs,30568536,49,642038
2019,West Virginia,Community Facilities,23806488,26,23221330
2019,West Virginia,Multifamily Housing,22918804,218,3359120
2019,West Virginia,Single Family Housing,259024833,1865,24326458
2019,West Virginia,Telecommunications Programs,4982601,3,0
2019,West Virginia,Water and Environmental,72984290,25,2880000
2019,Wisconsin,Business Programs,41717015,57,46793
2019,Wisconsin,Community Facilities,2310347,15,27000
2019,Wisconsin,Electric Programs,103695000,4,0
2019,Wisconsin,Multifamily Housing,35264794,945,2635046
2019,Wisconsin,Single Family Housing,236936774,1796,9686259
2019,Wisconsin,Telecommunications Programs,21574990,3,0
2019,Wisconsin,Water and Environmental,56519914,31,25000
2019,Wyoming,Business Programs,7813156,25,0
2019,Wyoming,Community Facilities,200882,5,48500
2019,Wyoming,Electric Programs,39805000,1,0
2019,Wyoming,Multifamily Housing,6209404,54,855774
2019,Wyoming,Single Family Housing,164364007,886,11320214
2019,Wyoming,Water and Environmental,1460500,5,955500
2020,Alabama,Business Programs,85747944,42,30776712
2020,Alabama,Community Facilities,13070079,41,3294300
2020,Alabama,Electric Programs,540000000,1,0
2020,Alabama,Multifamily Housing,40183479,381,18883261
2020,Alabama,Single Family Housing,727569486,4926,87138415
2020,Alabama,Telecommunications Programs,101966652,19,0
2020,Alabama,Water and Environmental,19755421,19,6912421
2020,Alaska,Business Programs,32170526,39,14626367
2020,Alaska,Community Facilities,332510,4,261367
2020,Alaska,Electric Programs,16533618,12,0
2020,Alaska,Multifamily Housing,7006068,41,2168206
2020,Alaska,Single Family Housing,142912840,575,28956554
2020,Alaska,Telecommunications Programs,86521476,15,0
2020,Alaska,Water and Environmental,25312474,30,14824900
2020,Arizona,Business Programs,69363942,51,32299639
2020,Arizona,Community Facilities,4841791,20,1244371
2020,Arizona,Electric Programs,2868000,1,0
2020,Arizona,Multifamily Housing,20404680,142,13300548
2020,Arizona,Single Family Housing,340738159,1993,139417891
2020,Arizona,Telecommunications Programs,2788909,4,0
2020,Arizona,Water and Environmental,63723735,32,22838290
2020,Arkansas,Business Programs,29725579,51,9562595
2020,Arkansas,Community Facilities,4197196,94,1694613
2020,Arkansas,Electric Programs,751719000,10,0
2020,Arkansas,Multifamily Housing,26945812,288,11956569
2020,Arkansas,Single Family Housing,661860504,5031,82378159
2020,Arkansas,Telecommunications Programs,29473790,7,0
2020,Arkansas,Water and Environmental,14056161,25,3647000
2020,California,Business Programs,39543427,120,16570339
2020,California,Community Facilities,9094418,93,4652262
2020,California,Electric Programs,12498000,3,0
2020,California,Multifamily Housing,139193949,448,101748698
2020,California,Single Family Housing,647558770,2696,348216127
2020,California,Telecommunications Programs,2012364,4,0
2020,California,Water and Environmental,64349666,29,31183905
2020,Colorado,Business Programs,22330601,54,96145
2020,Colorado,Community Facilities,22012601,20,404650
2020,Colorado,Electric Programs,428223000,4,0
2020,Colorado,Multifamily Housing,14836351,141,6377326
2020,Colorado,Single Family Housing,283317210,1139,47611125
2020,Colorado,Telecommunications Programs,985455,1,0
2020,Colorado,Water and Environmental,3592941,7,155000
2020,Connecticut,Business Programs,548497,9,34918
2020,Connecticut,Community Facilities,139985,3,139985
2020,Connecticut,Multifamily Housing,11542141,63,668213
2020,Connecticut,Single Family Housing,162381313,764,9743303
2020,Connecticut,Water and Environmental,1500000,2,0
2020,Delaware,Business Programs,1137874,22,132276
2020,Delaware,Community Facilities,6354392,9,364392
2020,Delaware,Multifamily Housing,8763172,42,4040683
2020,Delaware,Single Family Housing,201491137,916,33960319
2020,Delaware,Water and Environmental,174997,1,0
2020,District of Columbia,Business Programs,871744,4,0
2020,District of Columbia,Community Facilities,1019402,5,249285
2020,District of Columbia,Water and Environmental,9364000,3,0
2020,Florida,Business Programs,75855618,47,30710233
2020,Florida,Community Facilities,13914111,31,1736715
2020,Florida,Electric Programs,1111759000,5,0
2020,Florida,Multifamily Housing,66356047,752,44545154
2020,Florida,Single Family Housing,909091737,4971,193516917
2020,Florida,Telecommunications Programs,771748,2,0
2020,Florida,Water and Environmental,21824695,8,8661304
2020,Georgia,Business Programs,33761897,94,8702719
2020,Georgia,Community Facilities,16058159,101,5686355
2020,Georgia,Electric Programs,314761000,11,0
2020,Georgia,Multifamily Housing,39709811,485,27661651
2020,Georgia,Single Family Housing,961022339,6043,179451327
2020,Georgia,Telecommunications Programs,29464688,10,0
2020,Georgia,Water and Environmental,27667274,13,11843274
2020,Hawaii,Business Programs,1670502,31,141743
2020,Hawaii,Community Facilities,2475000,2,0
2020,Hawaii,Multifamily Housing,11932641,30,2160605
2020,Hawaii,Single Family Housing,218077477,582,21490589
2020,Hawaii,Water and Environmental,136000,2,0
2020,Idaho,Business Programs,22547871,58,9835404
2020,Idaho,Community Facilities,8734400,4,50000
2020,Idaho,Electric Programs,4915000,1,0
2020,Idaho,Multifamily Housing,21183601,225,5769926
2020,Idaho,Single Family Housing,225496822,1079,37750493
2020,Idaho,Telecommunications Programs,32353164,6,0
2020,Idaho,Water and Environmental,21608779,22,25000
2020,Illinois,Business Programs,53749027,153,10599150
2020,Illinois,Community Facilities,6787015,57,290459
2020,Illinois,Multifamily Housing,32973099,646,2717171
2020,Illinois,Single Family Housing,353277715,3738,21936317
2020,Illinois,Telecommunications Programs,102753783,16,0
2020,Illinois,Water and Environmental,57560809,54,21844000
2020,Indiana,Business Programs,10242678,71,1404172
2020,Indiana,Community Facilities,2822410,28,42600
2020,Indiana,Electric Programs,30646000,5,0
2020,Indiana,Multifamily Housing,30931180,913,5030154
2020,Indiana,Single Family Housing,841830623,6384,64446419
2020,Indiana,Telecommunications Programs,21491496,4,0
2020,Indiana,Water and Environmental,89176000,24,23150000
2020,Iowa,Business Programs,67369281,191,10220692
2020,Iowa,Community Facilities,90245238,95,17967137
2020,Iowa,Electric Programs,43600000,4,0
2020,Iowa,Multifamily Housing,27788861,742,2729644
2020,Iowa,Single Family Housing,284004754,2391,17288204
2020,Iowa,Telecommunications Programs,35959053,15,0
2020,Iowa,Water and Environmental,119708776,63,0
2020,Kansas,Business Programs,12997183,95,939740
2020,Kansas,Community Facilities,72322519,43,1767500
2020,Kansas,Multifamily Housing,15738868,369,2135839
2020,Kansas,Single Family Housing,216559916,1770,20711696
2020,Kansas,Telecommunications Programs,8991555,8,0
2020,Kansas,Water and Environmental,54949257,33,0
2020,Kentucky,Business Programs,72807982,110,5303433
2020,Kentucky,Community Facilities,38160856,86,2018620
2020,Kentucky,Electric Programs,581142000,7,0
2020,Kentucky,Multifamily Housing,36869274,366,15202761
2020,Kentucky,Single Family Housing,675851469,5043,76404621
2020,Kentucky,Telecommunications Programs,45208652,14,0
2020,Kentucky,Water and Environmental,50285202,54,2622100
2020,Louisiana,Business Programs,189600500,51,52479016
2020,Louisiana,Community Facilities,94618800,29,445500
2020,Louisiana,Electric Programs,126356000,1,0
2020,Louisiana,Multifamily Housing,55292457,295,28911703
2020,Louisiana,Single Family Housing,1204871704,7272,199210605
2020,Louisiana,Telecommunications Programs,32551980,13,0
2020,Louisiana,Water and Environmental,15678242,13,12364242
2020,Maine,Business Programs,3667585,94,18878
2020,Maine,Community Facilities,6076503,17,42000
2020,Maine,Electric Programs,9500000,1,0
2020,Maine,Multifamily Housing,40290179,412,4512693
2020,Maine,Single Family Housing,255469103,1665,7083348
2020,Maine,Telecommunications Programs,2543105,4,0
2020,Maine,Water and Environmental,17297791,15,957280
2020,Maryland,Business Programs,2082358,32,209790
2020,Maryland,Community Facilities,595150,10,137450
2020,Maryland,Multifamily Housing,20667221,123,8511771
2020,Maryland,Single Family Housing,725530893,3043,45996699
2020,Maryland,Telecommunications Programs,13520064,2,0
2020,Maryland,Water and Environmental,17363400,19,1845000
2020,Massachusetts,Business Programs,17581799,70,64064
2020,Massachusetts,Community Facilities,461416,6,249920
2020,Massachusetts,Multifamily Housing,12819894,64,635443
2020,Massachusetts,Single Family Housing,121315066,493,0
2020,Massachusetts,Water and Environmental,30804222,10,0
2020,Michigan,Business Programs,25531243,121,521714
2020,Michigan,Community Facilities,22139912,116,1278800
2020,Michigan,Electric Programs,36376000,3,0
2020,Michigan,Multifamily Housing,59552120,1287,10780168
2020,Michigan,Single Family Housing,787767287,6013,55900138
2020,Michigan,Telecommunications Programs,29974753,7,0
2020,Michigan,Water and Environmental,136774170,65,10174000
2020,Minnesota,Business Programs,39332771,201,2559317
2020,Minnesota,Community Facilities,75787490,80,30705642
2020,Minnesota,Electric Programs,60500000,3,0
2020,Minnesota,Multifamily Housing,27780269,664,4683589
2020,Minnesota,Single Family Housing,515846323,3103,37193139
2020,Minnesota,Telecommunications Programs,23468134,6,0
2020,Minnesota,Water and Environmental,32420543,33,9739000
2020,Mississippi,Business Programs,14819660,47,3494140
2020,Mississippi,Community Facilities,10692607,91,8627166
2020,Mississippi,Electric Programs,44155000,1,0
2020,Mississippi,Multifamily Housing,74247583,437,54842026
2020,Mississippi,Single Family Housing,526587441,3910,97399394
2020,Mississippi,Telecommunications Programs,32496916,7,0
2020,Mississippi,Water and Environmental,48435300,25,25373300
2020,Missouri,Business Programs,78219216,173,15008993
2020,Missouri,Community Facilities,10944015,78,2910350
2020,Missouri,Electric Programs,123580000,5,0
2020,Missouri,Multifamily Housing,28870280,917,7448260
2020,Missouri,Single Family Housing,871180138,6587,130882834
2020,Missouri,Telecommunications Programs,160122876,19,0
2020,Missouri,Water and Environmental,68048300,36,3623000
2020,Montana,Business Programs,55234045,53,4442695
2020,Montana,Community Facilities,1554875,20,1095534
2020,Montana,Multifamily Housing,9177979,238,963597
2020,Montana,Single Family Housing,179130837,872,12753564
2020,Montana,Telecommunications Programs,14248772,3,0
2020,Montana,Water and Environmental,32347642,33,8710000
2020,Nebraska,Business Programs,39838873,78,627356
2020,Nebraska,Community Facilities,12717222,44,166264
2020,Nebraska,Multifamily Housing,12297976,275,4027862
2020,Nebraska,Single Family Housing,128489283,1092,14138893
2020,Nebraska,Telecommunications Programs,9908034,3,0
2020,Nebraska,Water and Environmental,11118743,21,0
2020,Nevada,Business Programs,1507457,16,5187
2020,Nevada,Community Facilities,2376600,10,159406
2020,Nevada,Multifamily Housing,10770411,61,6558062
2020,Nevada,Single Family Housing,123823092,516,11312914
2020,Nevada,Telecommunications Programs,6127067,5,0
2020,Nevada,Water and Environmental,4764039,6,0
2020,New Hampshire,Business Programs,3405222,39,0
2020,New Hampshire,Community Facilities,28704507,24,0
2020,New Hampshire,Multifamily Housing,16516916,108,0
2020,New Hampshire,Single Family Housing,105666003,646,1882440
2020,New Hampshire,Telecommunications Programs,85972,1,0
2020,New Hampshire,Water and Environmental,14147938,8,0
2020,New Jersey,Business Programs,1345481,19,203549
2020,New Jersey,Community Facilities,875653,20,428953
2020,New Jersey,Multifamily Housing,12570425,153,3388368
2020,New Jersey,Single Family Housing,159402539,864,13605453
2020,New Jersey,Water and Environmental,18042165,14,7834187
2020,New Mexico,Business Programs,13433582,31,1263995
2020,New Mexico,Community Facilities,921834,15,500967
2020,New Mexico,Electric Programs,164204000,7,0
2020,New Mexico,Multifamily Housing,20621660,124,13457081
2020,New Mexico,Single Family Housing,58949614,436,23295338
2020,New Mexico,Telecommunications Programs,43376033,7,0
2020,New Mexico,Water and Environmental,45806639,19,22374901
2020,New York,Business Programs,54068041,98,1163009
2020,New York,Community Facilities,10372427,41,89000
2020,New York,Multifamily Housing,30730656,415,1979464
2020,New York,Single Family Housing,202892352,1760,10111093
2020,New York,Telecommunications Programs,16233921,6,0
2020,New York,Water and Environmental,92150556,56,21155500
2020,North Carolina,Business Programs,223303174,115,85045907
2020,North Carolina,Community Facilities,120567025,111,88982371
2020,North Carolina,Electric Programs,227376000,5,0
2020,North Carolina,Multifamily Housing,114421847,559,56057586
2020,North Carolina,Single Family Housing,1262485101,7345,276848200
2020,North Carolina,Telecommunications Programs,64328809,12,0
2020,North Carolina,Water and Environmental,29594178,32,9237861
2020,North Dakota,Business Programs,5918168,38,825307
2020,North Dakota,Community Facilities,144364602,39,958255
2020,North Dakota,Electric Programs,121484000,5,0
2020,North Dakota,Multifamily Housing,9627063,169,1075460
2020,North Dakota,Single Family Housing,86416032,506,3663107
2020,North Dakota,Telecommunications Programs,29695181,5,0
2020,North Dakota,Water and Environmental,21383150,10,5389800
2020,Ohio,Business Programs,12654096,71,3508402
2020,Ohio,Community Facilities,24292317,119,898000
2020,Ohio,Electric Programs,60158000,3,0
2020,Ohio,Multifamily Housing,40502880,502,7356580
2020,Ohio,Single Family Housing,652040096,5191,37385032
2020,Ohio,Telecommunications Programs,854263,2,0
2020,Ohio,Water and Environmental,30758847,21,5789939
2020,Oklahoma,Business Programs,35278505,36,32453864
2020,Oklahoma,Community Facilities,10315169,101,7126921
2020,Oklahoma,Electric Programs,92995000,3,0
2020,Oklahoma,Multifamily Housing,37545544,269,21453987
2020,Oklahoma,Single Family Housing,359504842,2758,98908191
2020,Oklahoma,Telecommunications Programs,113716020,15,0
2020,Oklahoma,Water and Environmental,61904441,34,29901800
2020,Oregon,Business Programs,35694936,77,25536364
2020,Oregon,Community Facilities,7009167,12,5609857
2020,Oregon,Electric Programs,3000000,1,0
2020,Oregon,Multifamily Housing,37938839,198,19183690
2020,Oregon,Single Family Housing,538475771,2232,140268475
2020,Oregon,Telecommunications Programs,6727723,3,0
2020,Oregon,Water and Environmental,3595500,3,0
2020,Pennsylvania,Business Programs,46323402,84,8079239
2020,Pennsylvania,Community Facilities,66044250,82,452800
2020,Pennsylvania,Electric Programs,4500000,1,0
2020,Pennsylvania,Multifamily Housing,44766328,441,5028815
2020,Pennsylvania,Single Family Housing,758721523,5297,28468363
2020,Pennsylvania,Telecommunications Programs,3222546,5,0
2020,Pennsylvania,Water and Environmental,76333368,25,19876400
2020,Puerto Rico,Business Programs,9794844,31,9794844
2020,Puerto Rico,Community Facilities,50000,1,50000
2020,Puerto Rico,Multifamily Housing,21769176,65,21769176
2020,Puerto Rico,Single Family Housing,347121707,3076,347121707
2020,Puerto Rico,Telecommunications Programs,1648235,2,0
2020,Puerto Rico,Water and Environmental,2063474,22,2063474
2020,Rhode Island,Business Programs,685130,20,130476
2020,Rhode Island,Community Facilities,144900,4,61200
